Parameter_Name,Column3,Column4,Column5,File_Count
P_EPS_ti_MainGlitch,01B1,0,206F,7
C_EPS_ca_MainOffset,018F,0,204D,7
C_EPS_ct_AccelRefTooth,017D,0,203B,7
C_EPS_ct_MfgSyncFallEdge,017E,0,203C,7
C_EPS_ct_MfgSyncRiseEdge,017F,0,203D,7
C_EPS_r_MainOffset,017C,0,203A,7
C_EPS_s_PhaseEnable,0180,0,203E,7
C_EPS_x_PhaseErrorTolLowLmt,0181,0,203F,7
C_EPS_ct_ReverseMaxError,016C,0,202A,7
C_EPS_ct_ReverseSyncTooth,016D,0,202B,7
C_EPS_n_ErrorLowLmt,016F,0,202D,7
C_EPS_n_SpeedMatchTolerance,0170,0,202E,7
C_EPS_s_CrankStartType,016E,0,202C,7
C_EPS_ti_MainOverspeedUprLmt,0171,0,202F,7
C_EPS_r_BkupOffset,015E,0,201C,7
C_BVC_n_FivePulseLimit,014F,0,200C,6
C_BVC_n_FourPulseLimit,0152,0,200E,6
C_RGM_FB_Aux_Fraction_RPM_Axis,0150,0,200F,7
ASIC_BYTE_Padding,11AE,000D,0157,16
ASIC_Engine_Overspeed_Persistance,11AE,000B,0157,16
ASIC_Engine_Overspeed_Type,11AE,000C,0157,16
ASIC_Engine_Speed_Targets_Per_Rev,11AE,000A,0157,16
Engine_Overspeed_Limit_Pump,11AE,0000,0157,16
CAN_1_CPU_Interface_Register,11AB,0000,0155,16
C_CBR_Alpha0_Corr_Clt_Axis,914A,0,147A,7
C_EAC_D_Gain_Flow_Axis,914C,0,147C,7
C_EAC_D_Gain_RPM_Axis,914D,0,147D,7
C_EAC_D_Gain_Table,914E,0,147E,7
C_EAC_I_Gain_Flow_Axis,914F,0,147F,7
J1939_Eng_Specific_Rx_Objects,119A,0000,0147,16
C_RGM_Beta0_Catalyst_Fuel_Table,912C,0,145C,7
C_RGM_Beta1_Catalyst_Fuel_Table,912D,0,145D,7
C_RGM_DeSOx_Lean_Time_Table,912E,0,145E,7
C_RGM_DeSOx_Rich_Time_Table,912F,0,145F,7
Aux2_Quantity_Base_Table,9119,0,144A,7
Aux2_Quantity_Beta0_Override_Switch,911A,C,144B,7
Aux2_Quantity_Beta0_Override_Value,911A,E,144B,7
Aux2_SOI_Base_Fueling_Axis,911D,0,144D,7
Aux2_SOI_Base_Speed_Axis,911C,0,144C,7
Aux2_SOI_Base_Table,911E,0,144E,7
Aux2_SOI_Override_Switch_N,911A,0,144B,7
C_Rate_Lim_Aux2SOI_SOx,911A,A,144B,7
C_CTM_Cat_Fuel_Dn_Rate,9106,0,143A,6
C_RGM_Lambda_Fuel_Axis,910D,0,143F,7
T_RGM_Catfuel_PID_Override,9106,A,143A,7
T_RGM_Lambda_FF_User_Override,9106,C,143A,7
T_RGM_Lambda_Ki_User_Override,9106,E,143A,7
C_NXR_Final_Fueling_LLim_Table,90F2,0,142D,7
C_NXR_Final_Fueling_ULim_Table,90F0,0,142B,7
C_NXR_Fueling_LLim_Spd_Axis,90F1,0,142C,7
C_NXR_Fueling_ULim_Spd_Axis,90EF,0,142A,7
Engine_Brake_Adj_Size,1192,0000,0142,16
Tachometer_Base_Period,116A,0000,0126,16
TVA_HB_Fault_Holdoff_Delay,8D3B,0000,109C,7
Gov_Press_Control_Numerator,8D27,0000,108A,7
Gov_Press_Rat_Numerator,8D29,0000,108C,7
OSS_Numerator,8D28,0000,108B,7
PN_Numerator,8D2B,0000,108E,7
TVA_Denominator,8D2A,0000,108D,7
Hybrid_Governor_ITN_4220_Pad,8D14,0,107C,6
RE_Fuel_Economy_Ebrake_Curve,8D16,0000,107D,5
RE_Fuel_Economy_Ebrake_OSS_Axis,8D15,0000,107C,5
RE_Lockup_Curve_Cruise_Boost_Axis,8D07,0000,106F,10
TVA_Dir_Chg_PWM_Delay_Enable,8D03,0000,106C,7
TVA_Learned_Flag,8D05,0000,106D,7
TVA_Min_Observed_Position_Saved,8D06,0000,106E,7
TVA_Stuck_Actuator_Clear_Travel,8D01,0000,106B,7
RE_Non_Vol_Mem_Flags1,8CE5,0000,104F,10
RE_Lockup_Curve_3_Exhaust_Brake,8CC0,0000,102A,10
RE_TPS_Max_3_4_Exhaust,8CC4,0000,102E,10
RE_TPS_Max_3_4_Exhaust_OSS_Axis,8CC3,0000,102D,10
RE_TPS_Min_3_4_Exhaust_OSS_Axis,8CC5,0000,102F,10
RE_Unlock_Curve_3_Exhaust_Brake,8CC2,0000,102C,10
RE_Unlock_Curve_3_Exhaust_Brake_OSS_Axis,8CC1,0000,102B,10
RE_Normal_Exhaust_Brake_4_3,8CB1,0000,101B,10
RE_Normal_Exhaust_Brake_4_3_OSS_Axis,8CB0,0000,101A,10
RE_Unlock_Curve_4_Exhaust_Brake,8CB3,0000,101D,10
RE_Unlock_Curve_4_Exhaust_Brake_OSS_Axis,8CB2,0000,101C,10
RE_Unlock_Curve_Cruise_Exhaust_Brake,8CB5,0000,101F,10
RE_Unlock_Curve_Cruise_Exhaust_Brake_OSS_Axis,8CB4,0000,101E,10
RE_Lockup_Curve_4_Boost_Axis,8CA3,0000,100E,10
Engine_Startup_Inhibit_S,1096,0000,0091,7
Catalyst_Limit_Scale,8882,A,084C,7
Catalyst_Trim_Limit_Scale,8882,C,084C,7
Fueling_Offset_Threshold,8882,E,084C,7
Main_Catalyst_Fuel_Override_N,8882,0,084C,7
Pilot_Quantity_Beta0_Pilot_Axis,8880,0,084A,7
Pilot_Quantity_Beta1_Pilot_Axis,8881,0,084B,7
Pilot_SOI_Beta0_Axis,8875,0,083F,7
FPPL_Fueling_Delay_Max_Limit,8851,C,081C,7
FPPL_Fueling_Delay_Min_Threshold,8851,E,081C,7
FPPL_Min_Activation_RPM,8851,A,081C,7
Parameter_Block_Checksum_Start,1177,0000,0075,16
EEPROM_Write_Retry_Count,15A7,0000,066B,16
Parameter_Block_Image_Complete,1069,000E,0065,16
Parameter_Block_Image_Start,1069,000C,0065,16
Powerdown_Memory_Save_Complete_2,1069,000A,0065,16
Powerdown_Memory_Save_Start,1069,0000,0065,16
AC_Discrete_Output_Feedback_Map,1573,000C,063B,16
Discrete_Inputs_HW_Mapping,1573,0,063B,7
Discrete_Outputs_HW_Mapping,1579,0,063E,7
Discrete_Processing_ITN_1598_Pad,1579,A0,063E,7
Engine_Brake_Driver_1_Feedback_Map,1573,000A,063B,16
T2_High_Gear_Driver_Map,1579,000E,063E,16
Update_ECM_Run_Time_Adj_Size,1562,0000,062D,16
Analog_Inputs_HW_Channel_Mapping,151F,0,060C,7
Charge_Flow_Map,151F,00BC,060C,10
Compressor_Outlet_Temperature_Map,151F,00B8,060C,10
EGR_Delta_Pressure_Map,151F,00C6,060C,10
EGR_Flow_Map,151F,00BE,060C,10
Exhaust_Temperature_Map,151F,00C0,060C,10
Humidity_Map,151F,00AE,060C,10
Unassigned_AD_ID_101_Map,151F,00CA,060C,6
Unassigned_AD_ID_102_Map,151F,00CC,060C,6
Unassigned_AD_ID_103_Map,151F,00CE,060C,6
Unassigned_AD_ID_110_Map,151F,00DC,060C,16
Unassigned_AD_ID_111_Map,151F,00DE,060C,16
Unassigned_AD_ID_112_Map,151F,00E0,060C,16
Unassigned_AD_ID_113_Map,151F,00E2,060C,16
Unassigned_AD_ID_114_Map,151F,00E4,060C,16
Unassigned_AD_ID_115_Map,151F,00E6,060C,16
Unassigned_AD_ID_116_Map,151F,00E8,060C,16
Unassigned_AD_ID_118_Map,151F,00EC,060C,16
Unassigned_AD_ID_119_Map,151F,00EE,060C,16
Unassigned_AD_ID_120_Map,151F,00F0,060C,16
Unassigned_AD_ID_80_Map,151F,00A0,060C,6
Unassigned_AD_ID_81_Map,151F,00A2,060C,6
Unassigned_AD_ID_82_Map,151F,00A4,060C,6
Unassigned_AD_ID_83_Map,151F,00A6,060C,6
Unassigned_AD_ID_84_Map,151F,00A8,060C,6
Unassigned_AD_ID_85_Map,151F,00AA,060C,6
Unassigned_AD_ID_86_Map,151F,00AC,060C,6
Unassigned_AD_ID_87_Map,151F,00AE,060C,6
Unassigned_AD_ID_88_Map,151F,00B0,060C,6
Unassigned_AD_ID_89_Map,151F,00B2,060C,6
Unassigned_AD_ID_90_Map,151F,00B4,060C,6
Unassigned_AD_ID_91_Map,151F,00B6,060C,6
Unassigned_AD_ID_93_Map,151F,00BA,060C,6
Hybrid_Governor_Steady_State_Fueling_Table,13F3,0000,051A,8
Hybrid_Governor_Trans_Fueling_Throttle_Axis,13F4,0000,051B,8
Hybrid_Governor_Transient_Fueling_RPM_Axis,13F5,0000,051C,8
Hybrid_Governor_Transient_Fueling_Table,13F6,0000,051D,8
Acknowledge_fault,1230,0,0042,7
Tool_CZ_EB_Max_BR_Speed_Delta_Low_Lim,12CA,000C,042E,16
Tool_CZ_EB_Max_BR_Speed_Delta_Upp_Lim,12CA,000A,042E,16
Tool_CZ_EB_Start_BR_Speed_Delta_Upp_Lim,12CA,000E,042E,16
System_Error_Status,1036,0,0041,7
Booster_Cap_1_Voltage_Fault_Clear,81CA,000E,033D,16
Booster_Cap_1_Voltage_Fault_Decrement,81CA,000A,033D,16
Booster_Cap_1_Voltage_Fault_Set,81CA,000C,033D,16
Booster_Cap_1_Voltage_Filter_Constant,81CA,0000,033D,16
Booster_Cap_1_Voltage_X_Axis,81CC,0000,033E,16
Booster_Cap_1_Voltage_Y_Axis,81CD,0000,033F,16
Speed_Limp_Home_Aggressive_Fuel_Limit,81C9,000A,033C,8
Speed_Limp_Home_High_Fuel_Derate,81C9,000C,033C,8
Speed_Limp_Home_Low_Fuel_Derate,81C9,000E,033C,8
EOI_Limit_X_Axis,81A0,0000,031B,16
EOI_Limit_Y_Axis,81A1,0000,031C,16
EOI_Pressure_Scale_Factor,819F,0000,031A,16
Aux_Injection_10470_Pad,0BAD,0,28E6,4
C_CBM_Cat_Fuel_Snuff_Table,0BB8,0,28F1,4
C_CBM_Snuff_Fuel_Axis,0BB6,0,28EF,4
C_CBM_Snuff_Speed_Axis,0BB4,0,28ED,4
C_CBR_Aux_Qty_Snuff_Table,0BB0,0,28E9,4
C_CBR_Aux_SOI_Snuff_Table,0BAC,0,28E5,4
C_CBR_Charge_Tmptr_Chi10_Table,0B48,0,28B0,6
C_CBR_Chi10_Fuel_Axis,0B41,0,28A9,6
C_CBR_Chi10_Speed_Axis,0B42,0,28AA,6
C_CBR_EGR_Frac_Chi10_Table,0B44,0,28AC,6
C_CBR_FAF_Chi10_Table,0B43,0,28AB,6
C_CBR_Main_SOI_Snuff_Table,0BB1,0,28EA,4
C_CBR_Max_Fuel_Chi10_Table,0B40,0,28A8,6
C_CBR_MCF_Chi10_Table,0B45,0,28AD,6
C_CBR_NOx_Chi10_Table,0B47,0,28AF,6
C_CBR_Pilot_Qty_Snuff_Table,0BAE,0,28E7,4
C_CBR_Pilot_SOI_Snuff_Table,0BAF,0,28E8,4
C_CBR_Snuff_Load_Axis,0BAB,0,28E4,4
C_CBR_Snuff_Speed_Axis,0BAA,0,28E3,4
C_CBR_SOI_Chi10_Table,0B46,0,28AE,6
C_Chrg_Ref_Snuff_FAF_Table,0BA6,0,28E0,4
C_Chrg_Ref_Snuff_Load_Axis,0BA4,0,28DF,4
C_Chrg_Ref_Snuff_MCF_Table,0BA7,0,28E1,4
C_Chrg_Ref_Speed_Axis,0BA2,0,28DE,4
C_CTM_DPF_FFD_IMT_SD_Fueling_Axis,0B3C,0,28A4,6
C_CTM_DPF_FFD_IMT_SD_Fuel_Table,0B3D,0,28A5,6
C_CTM_DPF_FFD_IMT_SD_Interp_Axis,0B3E,0,28A6,6
C_CTM_DPF_FFD_IMT_SD_Interp_Table,0B3F,0,28A7,6
C_CTM_DPF_FFD_IMT_SD_Speed_Axis,0B3B,0,28A3,6
C_CTM_DPF_FFD_SD_Fuel_Fueling_Axis,0B38,0,28A0,6
C_CTM_DPF_FFD_SD_Fuel_Speed_Axis,0B39,0,28A1,6
C_CTM_DPF_FFD_SD_Fuel_Table,0B3A,0,28A2,6
C_CTM_FFD_Fuel_Speed_Axis,0BC6,0,28FF,3
C_CTM_HCD_Post2_Fueling_Axis,0B5A,0,28BC,6
C_CTM_HCD_Post2_Fuel_Table,0B5B,0,28BD,6
C_CTM_HCD_Post2_Interp_Table,0B5D,0,28BF,6
C_CTM_HCD_Post2_Speed_Axis,0B59,0,28BB,6
C_CTM_HCD_Post2_Temp_Axis,0B5C,0,28BE,6
C_CTM_HCD_Post_Fueling_Axis,0B55,0,28B7,6
C_CTM_HCD_Post_Fuel_Table,0B56,0,28B8,6
C_CTM_HCD_Post_Interp_Table,0B58,0,28BA,6
C_CTM_HCD_Post_Speed_Axis,0B54,0,28B6,6
C_CTM_HCD_Post_Temp_Axis,0B57,0,28B9,6
C_EAC_Snuff_Asst_Throt_Factor_Tbl,0BBD,0,28F6,4
C_EAC_Snuff_Asst_Throt_ULim_Table,0BBC,0,28F5,4
C_EAC_Snuff_EGR_Fuel_Axis,0BBB,0,28F4,4
C_EAC_Snuff_EGR_Speed_Axis,0BBA,0,28F3,4
C_EGR_BP_Clean_Cycle_Fueling_Axis,0B77,0,28DA,4
C_EGR_BP_Clean_Cycle_Load_Factor_Table,0B79,0,28DC,4
C_EGR_BP_Clean_Cycle_RPM_Axis,0B78,0,28DB,4
C_EGR_OFF_Derate_Persist_Time,0B4A,0,28B1,6
C_EGR_OFF_Eng_Spd_Axis,0B4B,0,28B2,6
C_EGR_OFF_Fueling_Axis,0B4C,0,28B3,6
Charge_Manager_ITN_10487_Pad,0BBE,0,28F7,4
CHH_EGRT_Denominator,0B69,0,28D1,6
C_OBD_EGR_Low_Flow_Error_Limit,0B60,0,28C5,6
C_OBD_EGR_Low_Flow_Min_Fail_Count,0B60,A,28C5,6
C_OBD_EGR_Low_Flow_Min_Frac_Cmd,0B60,C,28C5,6
C_OBD_EGR_Low_Flow_Min_Sample_Count,0B60,E,28C5,6
C_RGM_DeSOx_Cat_Fuel_Snuff_Table,0BB9,0,28F2,4
C_RGM_Snuff_Fuel_Axis,0BB7,0,28F0,4
C_RGM_Snuff_Speed_Axis,0BB5,0,28EE,4
C_TGC_IAT_HCD_ULim_Table,0B51,0,28B5,6
C_TGC_IAT_Snuff_ULim_RPM_Axis,0BB2,0,28EB,4
C_TGC_IAT_Snuff_ULim_Table,0BB3,0,28EC,4
C_VGT_MCF_Cmd_Decr_Input_Axis,0B73,0,28D6,6
C_VGT_MCF_Cmd_Incr_Input_Axis,0B75,0,28D8,6
C_VGT_MCF_Decr_Filter_Constant_Table,0B74,0,28D7,6
C_VGT_MCF_Error_Press_Input_Axis,0B6A,0,28CC,6
C_VGT_MCF_Error_Table,0B6F,0,28D3,6
C_VGT_MCF_Incr_Filter_Constant_Table,0B76,0,28D9,6
C_VGT_MCF_Percent_Error_Press_Input_Axis,0B71,0,28D4,6
C_VGT_MCF_Percent_Error_Table,0B72,0,28D5,6
EGR_BP_CC_Dwell_Descent_Time_Table,0BC2,0,28FB,4
EGR_BP_CC_Dwell_Descent_Time_Tmptr_Axis,0BC1,0,28FA,4
EGR_BP_CC_Dwell_Time_Table,0BC0,0,28F9,4
EGR_BP_CC_Dwell_Time_Tmptr_Axis,0BBF,0,28F8,4
EGR_Cooler_Bypass_ITN_10461_Pad,0B7A,F,28DD,4
EGR_OFF_Derate_Persist_Timer,0B4D,0,28B4,6
Egr_Off_Torque_Derate_ITN_10417_Pad,0B4A,A,28B1,6
OBD_EGR_Low_Flow_Denominator,0B61,0,28C6,6
P_EGR_BP_CC_Clean_Events_Run,0B7A,C,28DD,4
P_EGR_BP_CC_Clean_Time_Accrued,0B7A,0,28DD,4
P_EGR_BP_CC_EGR_Valve_Leak_Flag,0B7A,E,28DD,4
P_VGT_Cleaning_Test_Saved_Status_N,0B65,E,28CB,4
P_VGT_Cleaning_Test_Zok_Cans_Cnt,0B65,C,28CB,4
P_VGT_Pos_Offset_Span_Attempts,0B65,0,28CB,6
Remote_PTO_Single_Speed,0B5F,0,28C3,6
Analog_Input_Fault_Inhibits,0A70,0,27CE,6
C_AFM_Alt_Comp_X_Axis,0A89,0,27F8,6
C_AFM_Alt_Comp_Y_Axis,0A8A,0,27FD,6
C_APM_Inlet_AAT_Axis,0A85,0,27F9,6
C_APM_Inlet_Delay_Time_Table,0A86,0,27FA,6
C_APM_Outlet_AAT_Axis,0A87,0,27FB,6
C_APM_Outlet_Delay_Time_Table,0A88,0,27FC,6
Cat_In_Temp_PP_High_Fault_Clear,0A72,0,27DF,6
Cat_In_Temp_PP_Low_Fault_Clear,0A72,A,27DF,6
Cat_In_Temp_PP_Low_Fault_Dec,0A72,C,27DF,6
Cat_In_Temp_PP_Low_Fault_Inc,0A72,E,27DF,6
C_FSST_ct_MaxFuelprHpTst,0A7D,0,27F2,6
C_FSST_n_HiHpTst_Axis,0A7E,0,27F3,6
C_FSST_n_HpTst,0A74,0,27E0,6
C_FSST_p_DiffMaxHpTst,0A7D,A,27F2,6
C_FSST_p_DltTmrUpHpTst,0A7D,C,27F2,6
C_FSST_p_FuelprDutycylHpTst,0A7D,E,27F2,6
C_FSST_p_SubstHiHpTst_Table,0A7F,0,27F4,6
C_FSST_ti_BuildupMaxHpTst,0A76,0,27E3,6
C_FSST_ti_DropMaxHpTst,0A7A,0,27E4,6
C_FSST_ti_DropMinHpTst,0A7B,0,27F1,6
C_FSST_ti_UpMaxHpTst,0A75,0,27E1,6
C_OBD_BH_Max_Delta_Limit,0A83,0,27F7,7
C_OBD_NAC_Ox_Scale_X_Axis,0A60,0,27CC,6
C_OBD_NAC_Ox_Scale_Y_Axis,0A6F,0,27CD,6
C_PTM_SOx_Amb_Interp_Factor_Table,0A63,0,27E5,6
C_PTM_SOx_Amb_pr_Interp_Factor_Axis,0A64,0,27E6,6
C_PTM_SOx_Amb_tr_Interp_Factor_Axis,0A65,0,27E7,6
C_PTM_SOx_CT_Interp_Factor_Axis,0A66,0,27E8,6
C_PTM_SOx_Engine_Interp_Factor_Table,0A67,0,27E9,6
C_PTM_SOx_IMT_Interp_Factor_Axis,0A68,0,27EA,6
C_TGC_IAT_DeSoot_ULim_RPM_Axis,0A61,0,27A2,6
C_TGC_IAT_DeSoot_ULim_Table,0A62,0,27C0,6
FPR_EVR_Fuel_Est_X_Axis,0A81,0,27F5,7
FPR_EVR_Fuel_Est_Y_Axis,0A82,0,27F6,7
C_ATM_ATD_Amb_Air_Word,0958,0,26FF,6
C_ATM_ATD_DeNOx_User_Val,0958,A,26FF,6
C_ATM_ATD_DeSoot_Ovrd_En,0958,C,26FF,6
C_ATM_ATD_DeSoot_User_Val,0958,E,26FF,6
C_CBM_Aux_Fuel_Error_Adj_Table,0911,0,26BF,7
C_CBM_Kd_Gain_Error_Adj_Table,0914,0,26C2,7
C_CBM_Ki_Gain_Error_Adj_Table,0913,0,26C1,7
C_CBM_Kp_Gain_Error_Adj_Table,0912,0,26C0,7
C_CBM_PID_Der_Adj_Table,0916,0,26C4,7
C_CBM_PID_M_Der_Axis,0915,0,26C3,7
C_CBM_PID_M_Filtered_Error_Axis,0910,0,26BE,7
C_CBM_Post2_FFD_Ulim_Table,08ED,0,26A0,7
C_CBR_Chi2_Corr_Clt_Axis,094C,0,26F8,6
C_CBR_Chi2_Corr_Imt_Axis,08FC,0,26A8,6
C_CBR_Chi3_Corr_Clt_Axis,0928,0,26D6,6
C_CBR_Chi3_Corr_Imt_Axis,0924,0,26D2,6
C_CBR_Clt_Alpha0_EGR_Table,092C,0,26DA,6
C_CBR_Clt_Alpha0_FAF_Table,092D,0,26DB,6
C_CBR_Clt_Alpha0_MCF_Table,092E,0,26DC,6
C_CBR_Clt_Chi2_EGR_Table,092F,0,26DD,6
C_CBR_Clt_Chi2_FAF_Table,0930,0,26DE,6
C_CBR_Clt_Chi2_MCF_Table,0931,0,26DF,6
C_CBR_Clt_Chi3_EGR_Table,0932,0,26E0,6
C_CBR_Clt_Chi3_FAF_Table,0933,0,26E1,6
C_CBR_Clt_Chi3_MCF_Table,0934,0,26E2,6
C_CBR_EGR_Chi2_Corr_Imt_Table,094D,0,26F9,6
C_CBR_EGR_Chi3_Corr_Clt_Table,0929,0,26D7,6
C_CBR_EGR_Chi3_Corr_Imt_Table,0925,0,26D3,6
C_CBR_FAF_Chi2_Corr_Clt_Table,0952,0,26AA,6
C_CBR_FAF_Chi2_Corr_Imt_Table,094E,0,26FA,6
C_CBR_FAF_Chi3_Corr_Clt_Table,092A,0,26D8,6
C_CBR_FAF_Chi3_Corr_Imt_Table,0926,0,26D4,6
C_CBR_Imt_Alpha0_EGR_Table,0935,0,26E3,6
C_CBR_Imt_Alpha0_FAF_Table,0936,0,26E4,6
C_CBR_Imt_Alpha0_MCF_Table,0937,0,26E5,6
C_CBR_Imt_Chi2_EGR_Table,0938,0,26E6,6
C_CBR_Imt_Chi2_FAF_Table,0939,0,26E7,6
C_CBR_Imt_Chi2_MCF_Table,093A,0,26E8,6
C_CBR_Imt_Chi3_EGR_Table,093B,0,26E9,6
C_CBR_Imt_Chi3_FAF_Table,093C,0,26EA,6
C_CBR_Imt_Chi3_MCF_Table,093D,0,26EB,6
C_CBR_MCF_Alpha0_Corr_Clt_Table,08F5,0,26A7,6
C_CBR_MCF_Chi2_Corr_Clt_Table,0953,0,26EC,6
C_CBR_MCF_Chi2_Corr_Imt_Table,094F,0,26FB,6
C_CBR_MCF_Chi3_Corr_Clt_Table,092B,0,26D9,6
C_CBR_MCF_Chi3_Corr_Imt_Table,0927,0,26D5,6
C_CBR_O2e_Chi2_Table,0921,0,26D1,6
C_CTM_Dosing_Allow_Fueling_Axis,08EE,0,26A1,7
C_CTM_Dosing_Allow_Speed_Axis,08EF,0,26A2,7
C_CTM_Dosing_Allow_Table,08F0,0,26A3,7
C_High_Flow_dP_Limit,0942,0,26EF,6
C_NAM_Dn_O2_Diff,095B,0,26F0,6
C_NAM_Up_O2_Time_Thd,095B,A,26F0,6
C_O2_AZ_No_Fuel_Spd_Axis,08FE,0,26AB,6
C_O2_AZ_No_Fuel_Time_Table,08FF,0,26AC,6
C_OBD_NAC_Mag_Spd_Adj_Y_Axis,0901,0,26AD,6
C_RGM_DeSOx_Tmptr_Error_Axis,08F2,0,26A5,6
C_RGM_DeSOx_Tmptr_P_Gain_Table,08F3,0,26A6,6
C_SFD_Charge_Limit,090F,0,26BD,6
C_SFD_Forced_PCCSOI_Limit,090F,A,26BD,6
C_SFD_Forced_Phi_Limit,090F,C,26BD,6
C_SFD_Forced_PilotCC_Limit,090F,E,26BD,6
C_SFD_MBSLE_Aux2SOI_Override_Enable,090D,0,26BC,6
C_SFD_MBSLE_PilotCC_Override_Enable,090D,A,26BC,6
C_SFD_MBSLE_Pilot_Override_Enable,090D,B,26BC,6
C_SFD_MBSLE_PSOI_Override_Enable,090D,C,26BC,6
C_SFD_MBSLE_Timing_Override_Enable,090D,D,26BC,6
C_SFL_Entry_Trigger_Table,091D,0,26CD,6
C_SFL_Exit_Sox_Trigger_Table,091E,0,26CE,6
C_SFL_Exit_Trigger_Table,091F,0,26CF,6
C_SFL_Trigger_Spd_Axis,091B,0,26CB,6
C_SFL_Trigger_Tmptr_Table,091C,0,26CC,6
C_SFM_MBLE_Incr_Default,0918,0,26C5,6
C_SFP_Final_Offset,0918,C,26C5,6
C_SFP_High_ACMS_Flow_Axis,0940,0,26C7,6
C_SFP_High_dP_Axis,093F,0,26C6,6
C_SFP_High_Flow_dP_Table,0941,0,26C8,6
C_SFP_Normalized_Table,090A,0,26B9,6
C_SFP_Parameter10_Axis,0905,0,26B4,6
C_SFP_Parameter11_Axis,0906,0,26B5,6
C_SFP_Parameter12_Axis,0907,0,26B6,6
C_SFP_Parameter13_Axis,0908,0,26B7,6
C_SFP_Parameter14_Axis,0909,0,26B8,6
C_SFP_Parameter6_Axis,08DD,0,26B0,6
C_SFP_Parameter7_Axis,08DF,0,26B1,6
C_SFP_Parameter8_Axis,0903,0,26B2,6
C_SFP_Parameter9_Axis,0904,0,26B3,6
C_SFP_Regen_Soot_Accum_Table,08F1,0,26A4,7
C_SFP_Squish3_Gain10,0918,A4,26C5,6
C_SFP_Squish3_Gain1,0918,A0,26C5,6
C_SFP_Squish3_Gain11,0918,A8,26C5,6
C_SFP_Squish3_Gain12,0918,AC,26C5,6
C_SFP_Squish3_Gain13,0918,B0,26C5,6
C_SFP_Squish3_Gain14,0918,B4,26C5,6
C_SFP_Squish3_Gain2,0918,B8,26C5,6
C_SFP_Squish3_Gain3,0918,BC,26C5,6
C_SFP_Squish3_Gain4,0918,C0,26C5,6
C_SFP_Squish3_Gain5,0918,C4,26C5,6
C_SFP_Squish3_Gain6,0918,C8,26C5,6
C_SFP_Squish3_Gain7,0918,CC,26C5,6
C_SFP_Squish3_Gain8,0918,D0,26C5,6
C_SFP_Squish3_Gain9,0918,D4,26C5,6
C_SFP_Squish3_Offset,0918,D8,26C5,6
C_SFP_Squish4_Gain10,0918,E0,26C5,6
C_SFP_Squish4_Gain1,0918,DC,26C5,6
C_SFP_Squish4_Gain11,0918,E4,26C5,6
C_SFP_Squish4_Gain12,0918,E8,26C5,6
C_SFP_Squish4_Gain13,0918,EC,26C5,6
C_SFP_Squish4_Gain14,0918,F0,26C5,6
C_SFP_Squish4_Gain2,0918,F4,26C5,6
C_SFP_Squish4_Gain3,0918,F8,26C5,6
C_SFP_Squish4_Gain4,0918,FC,26C5,6
C_SFP_Squish_Formula_Table,090C,0,26BB,6
C_SFP_Squish_Value_Axis,090B,0,26BA,6
C_VGT_Act_Err_Air_Cold_Start_Det_Time,0900,E,26AF,6
C_VGT_Act_Err_Base_MCF_Error_Limit,0900,A,26AF,6
C_VGT_Act_Err_Cold_Start_CCC_Temp_Thd,0900,C,26AF,6
C_VGT_Act_Err_Persist_Time,0900,0,26AF,7
C_VSS_Error_Speed_Limit,0954,0,26FC,6
HPCR_Aux3_Fuel_Threshold_Fuel_Axis,091A,0,26C9,6
HPCR_Aux3_Fuel_Threshold_Speed_Axis,0944,0,26CA,6
HPCR_Aux3_Fuel_Threshold_Table,0945,0,26F1,6
HPCR_Aux3inj_Duration_Override_Switch_N,094A,0,26F6,6
HPCR_Aux3_Separation_Fuel_Axis,0946,0,26F2,6
HPCR_Aux3_Separation_RPM_Axis,0947,0,26F3,6
HPCR_Aux3_Separation_Table,0948,0,26F4,6
Soot_Filter_Manager_ITN_9936_Pad,0920,0,26D0,7
ASG_Pumping_Torque_RPM_High_Limit,0819,0,25F9,7
Aux_Quantity_Chi6_Fueling_Axis,0149,0,25DE,7
C_CBR_Charge_Tmptr_Chi6_Table,081B,0,25D2,7
C_CBR_Chi6_Fuel_Axis,081C,0,25FC,7
C_CBR_Chi6_Speed_Axis,081D,0,25FD,7
C_CBR_CT_Derate_High_Tmptr_Limit,081E,0,25FE,7
C_CBR_EGR_Frac_Chi6_Table,081F,0,25FF,7
C_Coolant_OOR_Min,0719,A,25BD,6
C_CSM_Min_Flow_Press_Ratio_Axis,0849,0,25E3,7
C_CSM_Min_Flow_Table,084A,0,25E4,7
C_CSM_Press_Ratio_Flow_Axis,084B,0,25E5,7
C_CSM_Press_Ratio_Rotor_Spd_Axis,084C,0,25E6,7
C_DOC_Delta_Tmptr_HiThd_Time,07C7,A,25A3,7
C_DOC_HiTmptr_Persist_Reset_Time,07C7,0,25A3,7
C_DOC_Out_HiTmptr_Persist_Count,07C7,C,25A3,7
C_DOC_Out_Severe_HiThd_Time,07C7,E,25A3,7
C_EAC_DeNOx_D_Gain_Table,07D6,0,25AD,7
C_EAC_DeNOx_FF_Term_Table,07E7,0,25B2,7
C_EAC_DeNOx_I_Gain_Table,07E8,0,25C1,7
C_EAC_DeNOx_P_Gain_Table,07E9,0,25C2,7
C_EAC_DeNOx_Throt_P_Gain_Table,07EA,0,25C3,7
