firmware,address,current_name,classification,prefix,indicators,suggested_name
cm848,0x0050b554,processIdleControlStateUpdate,mpc555,mpc555_,ram003f,mpc555_processIdleControlStateUpdate
cm848,0x0050b58c,extractJ1939MessageFields,mpc555,mpc555_,ram003f,mpc555_extractJ1939MessageFields
cm848,0x0050b5b4,updateIdleStateVariables,mpc555,mpc555_,ram003f,mpc555_updateIdleStateVariables
cm848,0x0050b634,emptyStub_reserved50b634,unknown,cm848_,,cm848_emptyStub_reserved50b634
cm848,0x0050ba78,registerDiagnosticDataRecords,unknown,cm848_,,cm848_registerDiagnosticDataRecords
cm848,0x0050bb18,enqueueDiagnosticRecord,unknown,cm848_,,cm848_enqueueDiagnosticRecord
cm848,0x0050bb98,initDiagnosticBuffer,unknown,cm848_,,cm848_initDiagnosticBuffer
cm848,0x0050bca0,processDiagnosticStateChanges,unknown,cm848_,,cm848_processDiagnosticStateChanges
cm848,0x0050bfc4,prepareParameterResponseFrame,unknown,cm848_,,cm848_prepareParameterResponseFrame
cm848,0x0050bff4,sendParameterCanResponse,unknown,cm848_,,cm848_sendParameterCanResponse
cm848,0x0050c0ac,registerWriteServiceHandlers,unknown,cm848_,,cm848_registerWriteServiceHandlers
cm848,0x0050c0d8,processResponseFrame,unknown,cm848_,,cm848_processResponseFrame
cm848,0x0050c27c,writeParameterWithOffset,unknown,cm848_,,cm848_writeParameterWithOffset
cm848,0x0050c2ec,writeParameterDwordOffset,unknown,cm848_,,cm848_writeParameterDwordOffset
cm848,0x0050c354,writeParameterWordOffset,unknown,cm848_,,cm848_writeParameterWordOffset
cm848,0x0050c3e0,writeParameterDwordDualOffset,unknown,cm848_,,cm848_writeParameterDwordDualOffset
cm848,0x0050c45c,writeParameterDwordImmediate,unknown,cm848_,,cm848_writeParameterDwordImmediate
cm848,0x0050c4c8,writeParameterDwordImmediateDual,unknown,cm848_,,cm848_writeParameterDwordImmediateDual
cm848,0x0050c52c,registerWriteServiceDispatch,unknown,cm848_,,cm848_registerWriteServiceDispatch
cm848,0x0050c598,j1939TransportProtocolRequestHandler,unknown,cm848_,,cm848_j1939TransportProtocolRequestHandler
cm848,0x0050c640,j1939TransportContinueTransmit,unknown,cm848_,,cm848_j1939TransportContinueTransmit
cm848,0x0050c8c4,processJ1939DataBlock,unknown,cm848_,,cm848_processJ1939DataBlock
cm848,0x0050c8ec,validateJ1939PacketBounds,unknown,cm848_,,cm848_validateJ1939PacketBounds
cm848,0x0050c968,sendJ1939StatusMessage,unknown,cm848_,,cm848_sendJ1939StatusMessage
cm848,0x0050ca00,j1939SendStatusMessage,unknown,cm848_,,cm848_j1939SendStatusMessage
cm848,0x0050caa8,prepareJ1939StatusData,unknown,cm848_,,cm848_prepareJ1939StatusData
cm848,0x0050cb3c,j1939ProcessIncomingMessage,unknown,cm848_,,cm848_j1939ProcessIncomingMessage
cm848,0x0050cc54,j1939ProcessDataContinuation,unknown,cm848_,,cm848_j1939ProcessDataContinuation
cm848,0x0050cdf0,j1939ProcessAcknowledge,unknown,cm848_,,cm848_j1939ProcessAcknowledge
cm848,0x0050ce58,j1939ProcessAbort,unknown,cm848_,,cm848_j1939ProcessAbort
cm848,0x0050cefc,j1939DispatchMessageByType,unknown,cm848_,,cm848_j1939DispatchMessageByType
cm848,0x0050cf6c,processTransmitBufferData,unknown,cm848_,,cm848_processTransmitBufferData
cm848,0x0050d0f0,j1939TransmitDataFrames,unknown,cm848_,,cm848_j1939TransmitDataFrames
cm848,0x0050d284,j1939DecrementTimeout,unknown,cm848_,,cm848_j1939DecrementTimeout
cm848,0x0050d2b8,j1939ProcessTransmitQueue,unknown,cm848_,,cm848_j1939ProcessTransmitQueue
cm848,0x0050d334,allocateDiagnosticBuffer,unknown,cm848_,,cm848_allocateDiagnosticBuffer
cm848,0x0050d3ac,registerJ1939MessageHandlers,unknown,cm848_,,cm848_registerJ1939MessageHandlers
cm848,0x0050d430,getMemoryRegionAccessCode,unknown,cm848_,,cm848_getMemoryRegionAccessCode
cm848,0x0050d510,filterGovernorState,mpc555,mpc555_,ram003f,mpc555_filterGovernorState
cm848,0x0050d60c,calculateGovernorSpeedFiltered,unknown,cm848_,,cm848_calculateGovernorSpeedFiltered
cm848,0x0050d688,calculateGovernorSpeedOutput,unknown,cm848_,,cm848_calculateGovernorSpeedOutput
cm848,0x0050d728,captureCrankPositionState,unknown,cm848_,,cm848_captureCrankPositionState
cm848,0x0050d758,initiateGovernorMode,unknown,cm848_,,cm848_initiateGovernorMode
cm848,0x0050d784,checkGovernorModeAndCaptureCrank,unknown,cm848_,,cm848_checkGovernorModeAndCaptureCrank
cm848,0x0050d854,interpolateSpeedParameter,unknown,cm848_,,cm848_interpolateSpeedParameter
cm848,0x0050d864,interpolateSpeedProtectionTable,unknown,cm848_,,cm848_interpolateSpeedProtectionTable
cm848,0x0050da60,setOperationalModeState,unknown,cm848_,,cm848_setOperationalModeState
cm848,0x0050daac,storeOperationalModeValue,unknown,cm848_,,cm848_storeOperationalModeValue
cm848,0x0050db00,calculateSpeedRatio,unknown,cm848_,,cm848_calculateSpeedRatio
cm848,0x0050dba8,computeSpeedRatioLimit,unknown,cm848_,,cm848_computeSpeedRatioLimit
cm848,0x0050dcac,calculateAlternateSpeedRatio,unknown,cm848_,,cm848_calculateAlternateSpeedRatio
cm848,0x0050dd40,emptyStub_reserved50dd40,unknown,cm848_,,cm848_emptyStub_reserved50dd40
cm848,0x0050dd4c,processFaultCountdownTimers,unknown,cm848_,,cm848_processFaultCountdownTimers
cm848,0x0050de54,processFaultCountdownTimer2,unknown,cm848_,,cm848_processFaultCountdownTimer2
cm848,0x0050e000,processOperatingConditionFlags,unknown,cm848_,,cm848_processOperatingConditionFlags
cm848,0x0050e0a0,processFuelBlendFaultTimer,unknown,cm848_,,cm848_processFuelBlendFaultTimer
cm848,0x0050e170,clearSensorDiagnosticFlag,unknown,cm848_,,cm848_clearSensorDiagnosticFlag
cm848,0x0050e1e0,checkFuelLimitCondition,unknown,cm848_,,cm848_checkFuelLimitCondition
cm848,0x0050e2bc,evaluateFaultStatusWord,unknown,cm848_,,cm848_evaluateFaultStatusWord
cm848,0x0050e414,resetFaultStatusWord,unknown,cm848_,,cm848_resetFaultStatusWord
cm848,0x0050e4a0,calculateFuelDemandScaling,unknown,cm848_,,cm848_calculateFuelDemandScaling
cm848,0x0050e4c4,calculateFuelDemandScaleFactor,unknown,cm848_,,cm848_calculateFuelDemandScaleFactor
cm848,0x0050e610,calculateSpeedInterpolationResults,unknown,cm848_,,cm848_calculateSpeedInterpolationResults
cm848,0x0050e754,interpolateFuelDemandTable,unknown,cm848_,,cm848_interpolateFuelDemandTable
cm848,0x0050e768,interpolateFuelDemandTable,unknown,cm848_,,cm848_interpolateFuelDemandTable
cm848,0x0050e7f4,calculateSpeedInterpolationParams,unknown,cm848_,,cm848_calculateSpeedInterpolationParams
cm848,0x0050e938,selectFuelDemandMode,unknown,cm848_,,cm848_selectFuelDemandMode
cm848,0x0050e970,evaluateFuelModeSelection,unknown,cm848_,,cm848_evaluateFuelModeSelection
cm848,0x0050ea88,selectFuelModeOutputValue,unknown,cm848_,,cm848_selectFuelModeOutputValue
cm848,0x0050eaa8,selectFuelModeOutput,unknown,cm848_,,cm848_selectFuelModeOutput
cm848,0x0050eaf0,processFuelModeSelection,unknown,cm848_,,cm848_processFuelModeSelection
cm848,0x0050eb5c,calculateFuelLimitAdjustment,unknown,cm848_,,cm848_calculateFuelLimitAdjustment
cm848,0x0050ebf0,processFuelLimitAdjustments,unknown,cm848_,,cm848_processFuelLimitAdjustments
cm848,0x0050ec08,updateFuelFilterCounters,unknown,cm848_,,cm848_updateFuelFilterCounters
cm848,0x0050edbc,determineFuelLimitMode,unknown,cm848_,,cm848_determineFuelLimitMode
cm848,0x0050ee24,calculateFuelFilterAndPeak,unknown,cm848_,,cm848_calculateFuelFilterAndPeak
cm848,0x0050ee44,interpolateFuelLimitValues,unknown,cm848_,,cm848_interpolateFuelLimitValues
cm848,0x0050ee68,processFuelFilterPeakOutput,unknown,cm848_,,cm848_processFuelFilterPeakOutput
cm848,0x0050f060,adjustFuelParameter,unknown,cm848_,,cm848_adjustFuelParameter
cm848,0x0050f16c,processFuelCalibration,unknown,cm848_,,cm848_processFuelCalibration
cm848,0x0050f4c0,initFuelConditionPointers,unknown,cm848_,,cm848_initFuelConditionPointers
cm848,0x0050f4e0,evaluateFuelConditionDelta,unknown,cm848_,,cm848_evaluateFuelConditionDelta
cm848,0x0050f680,evaluateSpeedThresholdCondition,unknown,cm848_,,cm848_evaluateSpeedThresholdCondition
cm848,0x0050f6c4,evaluateConditionPair,unknown,cm848_,,cm848_evaluateConditionPair
cm848,0x0050f728,calculateFuelCounterState,unknown,cm848_,,cm848_calculateFuelCounterState
cm848,0x0050f8a4,processFuelFaultMonitoring,unknown,cm848_,,cm848_processFuelFaultMonitoring
cm848,0x0050f938,initializeFuelFaultVariables,unknown,cm848_,,cm848_initializeFuelFaultVariables
cm848,0x0050f9ec,updateFaultCounterWithFlag,unknown,cm848_,,cm848_updateFaultCounterWithFlag
cm848,0x0050fb00,calculateWeightedFuelParameter,unknown,cm848_,,cm848_calculateWeightedFuelParameter
cm848,0x0050fbf8,calculateFuelStatusWithFilter,unknown,cm848_,,cm848_calculateFuelStatusWithFilter
cm848,0x0050fc8c,processFaultStatusThresholds,unknown,cm848_,,cm848_processFaultStatusThresholds
cm848,0x0050fd38,calculateWeightedFuelValue,unknown,cm848_,,cm848_calculateWeightedFuelValue
cm848,0x0050fe54,calculateFuelStatusParameters,unknown,cm848_,,cm848_calculateFuelStatusParameters
cm848,0x0050ff28,filterAndAccumulatePressureSquared,unknown,cm848_,,cm848_filterAndAccumulatePressureSquared
cm848,0x00510058,evaluateSensorDeviationCondition,unknown,cm848_,,cm848_evaluateSensorDeviationCondition
cm848,0x005101cc,updateChannelProtectionCondition,unknown,cm848_,,cm848_updateChannelProtectionCondition
cm848,0x0051027c,evaluateProtectionLatchState,unknown,cm848_,,cm848_evaluateProtectionLatchState
cm848,0x005102d4,processProtectionEventConditions,unknown,cm848_,,cm848_processProtectionEventConditions
cm848,0x005103ac,evaluateProtectionConditions,unknown,cm848_,,cm848_evaluateProtectionConditions
cm848,0x00510520,updateChannelProtectionStatus,unknown,cm848_,,cm848_updateChannelProtectionStatus
cm848,0x00510624,clearSensorStatusFlags,unknown,cm848_,,cm848_clearSensorStatusFlags
cm848,0x00510668,auxSensorChannel26_init,unknown,cm848_,,cm848_auxSensorChannel26_init
cm848,0x005106f4,auxSensorChannel26_process,unknown,cm848_,,cm848_auxSensorChannel26_process
cm848,0x00510780,auxSensorChannel28_init,unknown,cm848_,,cm848_auxSensorChannel28_init
cm848,0x0051080c,auxSensorChannel28_process,unknown,cm848_,,cm848_auxSensorChannel28_process
cm848,0x00510898,auxSensorChannel29_init,unknown,cm848_,,cm848_auxSensorChannel29_init
cm848,0x00510924,auxSensorChannel29_process,unknown,cm848_,,cm848_auxSensorChannel29_process
cm848,0x00510978,auxSensor29_process,unknown,cm848_,,cm848_auxSensor29_process
cm848,0x005109b0,crankshaftSensor_init,unknown,cm848_,,cm848_crankshaftSensor_init
cm848,0x005109bc,crankshaftSensor_initB,unknown,cm848_,,cm848_crankshaftSensor_initB
cm848,0x00510a3c,crankshaftSensor_process,unknown,cm848_,,cm848_crankshaftSensor_process
cm848,0x00510a48,crankshaftSensor_processB,unknown,cm848_,,cm848_crankshaftSensor_processB
cm848,0x00510ac8,auxSensorChannel103_init,unknown,cm848_,,cm848_auxSensorChannel103_init
cm848,0x00510ad4,auxSensorChannel103_init,unknown,cm848_,,cm848_auxSensorChannel103_init
cm848,0x00510b54,updateAuxSensorChannelState,unknown,cm848_,,cm848_updateAuxSensorChannelState
cm848,0x00510b60,auxSensorChannel103_process,unknown,cm848_,,cm848_auxSensorChannel103_process
cm848,0x00510be0,initEventFlag26Handler,unknown,cm848_,,cm848_initEventFlag26Handler
cm848,0x00510bec,initEventFlag26State,unknown,cm848_,,cm848_initEventFlag26State
cm848,0x00510c4c,processEventFlag26Logic,unknown,cm848_,,cm848_processEventFlag26Logic
cm848,0x00510c78,processEventFlag26Counter,unknown,cm848_,,cm848_processEventFlag26Counter
cm848,0x00510d04,emptyStub_reserved510d04,unknown,cm848_,,cm848_emptyStub_reserved510d04
cm848,0x00510d24,evaluateSpeedSyncCondition,unknown,cm848_,,cm848_evaluateSpeedSyncCondition
cm848,0x00510d90,evaluateMultichannelDemandCondition,unknown,cm848_,,cm848_evaluateMultichannelDemandCondition
cm848,0x00510e1c,evaluateSpeedSyncSystemState,unknown,cm848_,,cm848_evaluateSpeedSyncSystemState
cm848,0x00510ea8,evaluateMultichannelStateConditions,unknown,cm848_,,cm848_evaluateMultichannelStateConditions
cm848,0x00510f34,processMultichannelRampRate,unknown,cm848_,,cm848_processMultichannelRampRate
cm848,0x005115a4,processEventFlag26Dispatcher,unknown,cm848_,,cm848_processEventFlag26Dispatcher
cm848,0x005115e8,updateProtectionLockoutState,unknown,cm848_,,cm848_updateProtectionLockoutState
cm848,0x00511810,updateEngineProtectionMode,mpc555,mpc555_,ram003f,mpc555_updateEngineProtectionMode
cm848,0x005118f8,processProtectionHysteresis,unknown,cm848_,,cm848_processProtectionHysteresis
cm848,0x0051193c,updateProtectionHysteresisCounter,unknown,cm848_,,cm848_updateProtectionHysteresisCounter
cm848,0x00511b64,setMultichannelStateTableEntry,unknown,cm848_,,cm848_setMultichannelStateTableEntry
cm848,0x00511b80,updateDiagnosticTorqueLimitState,unknown,cm848_,,cm848_updateDiagnosticTorqueLimitState
cm848,0x00511ddc,updateTransmissionTorqueControl,unknown,cm848_,,cm848_updateTransmissionTorqueControl
cm848,0x00511ea8,processDynamicControlState,unknown,cm848_,,cm848_processDynamicControlState
cm848,0x00511ed4,processDynamicControlStateB,unknown,cm848_,,cm848_processDynamicControlStateB
cm848,0x00512130,incrementDynamicControlCounter,unknown,cm848_,,cm848_incrementDynamicControlCounter
cm848,0x005122a0,protectionModeState2Handler,unknown,cm848_,,cm848_protectionModeState2Handler
cm848,0x00512324,evaluateEmissionCondition,unknown,cm848_,,cm848_evaluateEmissionCondition
cm848,0x005123d0,selectStateCodeByCondition,unknown,cm848_,,cm848_selectStateCodeByCondition
cm848,0x00512408,updateFilteredPressureValue,unknown,cm848_,,cm848_updateFilteredPressureValue
cm848,0x00512484,updatePressureDifferenceAccumulator,unknown,cm848_,,cm848_updatePressureDifferenceAccumulator
cm848,0x00512524,protectionModeState4Handler,unknown,cm848_,,cm848_protectionModeState4Handler
cm848,0x00512554,storeDynamicStateValue,unknown,cm848_,,cm848_storeDynamicStateValue
cm848,0x005125c8,protectionModeState3Handler,unknown,cm848_,,cm848_protectionModeState3Handler
cm848,0x0051265c,selectNextProtectionModeState,unknown,cm848_,,cm848_selectNextProtectionModeState
cm848,0x00512678,evaluateProtectionModeState,unknown,cm848_,,cm848_evaluateProtectionModeState
cm848,0x0051270c,checkProtectionModeConditions,unknown,cm848_,,cm848_checkProtectionModeConditions
cm848,0x005129b0,getProtectionControlMode,unknown,cm848_,,cm848_getProtectionControlMode
cm848,0x00512b1c,detectEngineProtectionThreshold,unknown,cm848_,,cm848_detectEngineProtectionThreshold
cm848,0x00512bc4,selectAlternateStateCode,unknown,cm848_,,cm848_selectAlternateStateCode
cm848,0x00512ca0,evaluateProtectionMainState,unknown,cm848_,,cm848_evaluateProtectionMainState
cm848,0x00512eac,evaluateProtectionConditionFlags,mpc555,mpc555_,ram003f,mpc555_evaluateProtectionConditionFlags
cm848,0x00512ff4,calculateProtectionIntegrator,unknown,cm848_,,cm848_calculateProtectionIntegrator
cm848,0x005130f4,accumulateGovernorThresholdCounts,unknown,cm848_,,cm848_accumulateGovernorThresholdCounts
cm848,0x00513200,emptyStub_reserved513200,unknown,cm848_,,cm848_emptyStub_reserved513200
cm848,0x00513208,checkGovernorThresholdCrossing,unknown,cm848_,,cm848_checkGovernorThresholdCrossing
cm848,0x00513348,monitorGovernorMultiChannelThresholds,unknown,cm848_,,cm848_monitorGovernorMultiChannelThresholds
cm848,0x005134e8,setProtectionConditionFlags,unknown,cm848_,,cm848_setProtectionConditionFlags
cm848,0x00513548,evaluateGovernorThresholds,unknown,cm848_,,cm848_evaluateGovernorThresholds
cm848,0x0051356c,calculateGovernorSpeedError,unknown,cm848_,,cm848_calculateGovernorSpeedError
cm848,0x005135a4,calculateGovernorTorqueLimitAndMode,unknown,cm848_,,cm848_calculateGovernorTorqueLimitAndMode
cm848,0x005136dc,interpolateGovernorModeLimit,unknown,cm848_,,cm848_interpolateGovernorModeLimit
cm848,0x00513790,applyCrankPositionHysteresis,unknown,cm848_,,cm848_applyCrankPositionHysteresis
cm848,0x0051386c,interpolateGovernorModeByIndex,unknown,cm848_,,cm848_interpolateGovernorModeByIndex
cm848,0x005138f4,interpolateBoostPressureLimit,unknown,cm848_,,cm848_interpolateBoostPressureLimit
cm848,0x005139f8,initializeGovernorState,unknown,cm848_,,cm848_initializeGovernorState
cm848,0x00513b48,evaluateGovernorMode,unknown,cm848_,,cm848_evaluateGovernorMode
cm848,0x00513c78,updateEventFlagConditional,unknown,cm848_,,cm848_updateEventFlagConditional
cm848,0x00513cf4,updateEventFlag11Handler,unknown,cm848_,,cm848_updateEventFlag11Handler
cm848,0x00513ddc,updateEventFlag53,unknown,cm848_,,cm848_updateEventFlag53
cm848,0x00513f5c,copyByteValuesToShorts,unknown,cm848_,,cm848_copyByteValuesToShorts
cm848,0x00513fe0,evaluateSpeedControlDiagnostics,unknown,cm848_,,cm848_evaluateSpeedControlDiagnostics
cm848,0x00514048,processSpeedControlCalculation,unknown,cm848_,,cm848_processSpeedControlCalculation
cm848,0x00514108,processSpeedControlCalculationB,unknown,cm848_,,cm848_processSpeedControlCalculationB
cm848,0x00514394,processSpeedControlCalculationC,unknown,cm848_,,cm848_processSpeedControlCalculationC
cm848,0x00514f5c,calculateSpeedErrorAccumulator,unknown,cm848_,,cm848_calculateSpeedErrorAccumulator
cm848,0x0051524c,evaluateSpeedControlActivationConditions,unknown,cm848_,,cm848_evaluateSpeedControlActivationConditions
cm848,0x005154e8,applySpeedControlOutputLimits,unknown,cm848_,,cm848_applySpeedControlOutputLimits
cm848,0x00515798,evaluateSpeedControlIntegration,unknown,cm848_,,cm848_evaluateSpeedControlIntegration
cm848,0x005157c0,initSpeedControlDiagnosticState,unknown,cm848_,,cm848_initSpeedControlDiagnosticState
cm848,0x00515964,evaluateSpeedCorrectionFactor,unknown,cm848_,,cm848_evaluateSpeedCorrectionFactor
cm848,0x00515bac,configureTimerChannelA,mpc555,mpc555_,ram0030,mpc555_configureTimerChannelA
cm848,0x00515bd4,configureTimerChannelB,mpc555,mpc555_,ram0030,mpc555_configureTimerChannelB
cm848,0x00515d78,validateSpeedCorrectionFlag,unknown,cm848_,,cm848_validateSpeedCorrectionFlag
cm848,0x00515dac,initSpeedControlIntegratorState,unknown,cm848_,,cm848_initSpeedControlIntegratorState
cm848,0x00515e60,evaluateSpeedNormalizationFactor,mpc555,mpc555_,ram0030,mpc555_evaluateSpeedNormalizationFactor
cm848,0x00516014,initOilPressureState,unknown,cm848_,,cm848_initOilPressureState
cm848,0x00516040,updateOilPressureFilter,unknown,cm848_,,cm848_updateOilPressureFilter
cm848,0x00516164,resetOilPressureDebounce,unknown,cm848_,,cm848_resetOilPressureDebounce
cm848,0x0051617c,updateOilPressureHysteresis,unknown,cm848_,,cm848_updateOilPressureHysteresis
cm848,0x005161c0,processOilPressureHysteresis,unknown,cm848_,,cm848_processOilPressureHysteresis
cm848,0x0051626c,updateOilPressureOutputFilter,unknown,cm848_,,cm848_updateOilPressureOutputFilter
cm848,0x005162ec,initOilPressureProtection,unknown,cm848_,,cm848_initOilPressureProtection
cm848,0x00516338,calculateOilPressureRate,unknown,cm848_,,cm848_calculateOilPressureRate
cm848,0x00516420,resetOilPressureTimeout,unknown,cm848_,,cm848_resetOilPressureTimeout
cm848,0x00516430,processOilPressureIntegration,unknown,cm848_,,cm848_processOilPressureIntegration
cm848,0x005165fc,resetProtectionRateLimit,unknown,cm848_,,cm848_resetProtectionRateLimit
cm848,0x0051660c,initOilPressureStateAndLimits,unknown,cm848_,,cm848_initOilPressureStateAndLimits
cm848,0x00516680,updateProtectionRateLimitState,unknown,cm848_,,cm848_updateProtectionRateLimitState
cm848,0x0051679c,updateOilPressureCyclicProcess,unknown,cm848_,,cm848_updateOilPressureCyclicProcess
cm848,0x00516804,evaluateBoostPressureBlending,unknown,cm848_,,cm848_evaluateBoostPressureBlending
cm848,0x005169e4,clearEventFlag36Handler,unknown,cm848_,,cm848_clearEventFlag36Handler
cm848,0x00516a20,initEventFlag54State,unknown,cm848_,,cm848_initEventFlag54State
cm848,0x00516a48,initCoolantTemperatureProtectionState,unknown,cm848_,,cm848_initCoolantTemperatureProtectionState
cm848,0x00516b88,interpolateCoolantProtectionValue,unknown,cm848_,,cm848_interpolateCoolantProtectionValue
cm848,0x00516bb0,interpolateCoolantTable,unknown,cm848_,,cm848_interpolateCoolantTable
cm848,0x00516c18,activateCoolantProtectionEvents,unknown,cm848_,,cm848_activateCoolantProtectionEvents
cm848,0x00516d0c,updateCoolantEventFlags,unknown,cm848_,,cm848_updateCoolantEventFlags
cm848,0x00516df8,processCoolantEventTransition,unknown,cm848_,,cm848_processCoolantEventTransition
cm848,0x00516e5c,clearCoolantProtectionEvents,unknown,cm848_,,cm848_clearCoolantProtectionEvents
cm848,0x00516f58,processCoolantProtectionEntry,unknown,cm848_,,cm848_processCoolantProtectionEntry
cm848,0x0051714c,selectCoolantProtectionPath1,unknown,cm848_,,cm848_selectCoolantProtectionPath1
cm848,0x005171b4,selectCoolantProtectionPath2,unknown,cm848_,,cm848_selectCoolantProtectionPath2
cm848,0x0051730c,processProtectionStateTransition,unknown,cm848_,,cm848_processProtectionStateTransition
cm848,0x00517648,resetProtectionEventFlags,unknown,cm848_,,cm848_resetProtectionEventFlags
cm848,0x0051775c,executeCoolantProtectionPhase4,unknown,cm848_,,cm848_executeCoolantProtectionPhase4
cm848,0x00517b34,evaluateCoolantTemperatureTransition,unknown,cm848_,,cm848_evaluateCoolantTemperatureTransition
cm848,0x00517f20,selectCoolantLoadReference,unknown,cm848_,,cm848_selectCoolantLoadReference
cm848,0x00517f48,selectCoolantProtectionReference,unknown,cm848_,,cm848_selectCoolantProtectionReference
cm848,0x00517fa0,updateCoolantTemperatureReference,unknown,cm848_,,cm848_updateCoolantTemperatureReference
cm848,0x00518124,processCoolantProtectionCycleState,unknown,cm848_,,cm848_processCoolantProtectionCycleState
cm848,0x00518324,processProtectionStateSwitch,unknown,cm848_,,cm848_processProtectionStateSwitch
cm848,0x005183b4,handleProtectionStateSwitchCase,unknown,cm848_,,cm848_handleProtectionStateSwitchCase
cm848,0x00518538,processDiagnosticModeFlags,unknown,cm848_,,cm848_processDiagnosticModeFlags
cm848,0x005185b4,unsignedDivisionWrap64,unknown,cm848_,,cm848_unsignedDivisionWrap64
cm848,0x005185dc,convertTemperatureCelsiusToDisplayFormat,unknown,cm848_,,cm848_convertTemperatureCelsiusToDisplayFormat
cm848,0x0051862c,divideEngineParameterBy61525,unknown,cm848_,,cm848_divideEngineParameterBy61525
cm848,0x00518668,updateControlModeAndBuffer,unknown,cm848_,,cm848_updateControlModeAndBuffer
cm848,0x00518680,copyProtectionStateBuffer,unknown,cm848_,,cm848_copyProtectionStateBuffer
cm848,0x005186a8,wrapperCallControlMode,unknown,cm848_,,cm848_wrapperCallControlMode
cm848,0x005186cc,convertTemperatureToScale,unknown,cm848_,,cm848_convertTemperatureToScale
cm848,0x0051871c,convertSensorToPercentage,unknown,cm848_,,cm848_convertSensorToPercentage
cm848,0x00518744,clampAndConvertByteValue,unknown,cm848_,,cm848_clampAndConvertByteValue
cm848,0x00518760,useFixedConstantValue,unknown,cm848_,,cm848_useFixedConstantValue
cm848,0x0051876c,convertDiscreteDigitalValue,unknown,cm848_,,cm848_convertDiscreteDigitalValue
cm848,0x00519318,emptyCommandHandler,unknown,cm848_,,cm848_emptyCommandHandler
cm848,0x0051931c,processDisplayCommandState,unknown,cm848_,,cm848_processDisplayCommandState
cm848,0x005196f0,processFaultListEntry,unknown,cm848_,,cm848_processFaultListEntry
cm848,0x0051972c,processFaultListEntryB,unknown,cm848_,,cm848_processFaultListEntryB
cm848,0x00519870,initOilTemperatureEventFlag35,unknown,cm848_,,cm848_initOilTemperatureEventFlag35
cm848,0x005198b0,updateOilTemperatureDebounceState,unknown,cm848_,,cm848_updateOilTemperatureDebounceState
cm848,0x00519a18,initOilTemperatureProtectionThreshold,unknown,cm848_,,cm848_initOilTemperatureProtectionThreshold
cm848,0x00519c04,initOilTemperatureConditionState,mpc555,mpc555_,ram003f,mpc555_initOilTemperatureConditionState
cm848,0x00519c64,initOilTemperatureState,unknown,cm848_,,cm848_initOilTemperatureState
cm848,0x00519c84,storeIndirectValueB,unknown,cm848_,,cm848_storeIndirectValueB
cm848,0x00519c94,evaluateOilTemperatureLoadCondition,unknown,cm848_,,cm848_evaluateOilTemperatureLoadCondition
cm848,0x00519cc4,evaluateProtectionStepCondition,unknown,cm848_,,cm848_evaluateProtectionStepCondition
cm848,0x00519e2c,updateProtectionActiveFlag,unknown,cm848_,,cm848_updateProtectionActiveFlag
cm848,0x0051a0a8,processOilTempSensorRange,unknown,cm848_,,cm848_processOilTempSensorRange
cm848,0x0051a234,evaluateOilTemperatureSensorDiagnostics,unknown,cm848_,,cm848_evaluateOilTemperatureSensorDiagnostics
cm848,0x0051a464,evaluateEmissionControlAdjustment,mpc555,mpc555_,ram003f,mpc555_evaluateEmissionControlAdjustment
cm848,0x0051a648,processEmissionControlState,unknown,cm848_,,cm848_processEmissionControlState
cm848,0x0051a75c,updateCalibrationPhaseCounter,unknown,cm848_,,cm848_updateCalibrationPhaseCounter
cm848,0x0051a878,updateCalibrationPhaseFlags,unknown,cm848_,,cm848_updateCalibrationPhaseFlags
cm848,0x0051aae4,evaluateThermalFailsafeConditions,unknown,cm848_,,cm848_evaluateThermalFailsafeConditions
cm848,0x0051ab50,evaluateThermalPhaseConditions,unknown,cm848_,,cm848_evaluateThermalPhaseConditions
cm848,0x0051ab70,evaluateThermalPhaseConditionsB,unknown,cm848_,,cm848_evaluateThermalPhaseConditionsB
cm848,0x0051aecc,evaluateThermalInjectionTimingRange,unknown,cm848_,,cm848_evaluateThermalInjectionTimingRange
cm848,0x0051aef8,monitorThermalProtectionState,unknown,cm848_,,cm848_monitorThermalProtectionState
cm848,0x0051b158,updateThermalLockoutTimer,unknown,cm848_,,cm848_updateThermalLockoutTimer
cm848,0x0051b56c,setProtectionInhibitFlag,unknown,cm848_,,cm848_setProtectionInhibitFlag
cm848,0x0051b58c,checkAndDispatchCommand,unknown,cm848_,,cm848_checkAndDispatchCommand
cm848,0x0051b608,accumulateWithClamp,unknown,cm848_,,cm848_accumulateWithClamp
cm848,0x0051b658,computeClampedDelta,unknown,cm848_,,cm848_computeClampedDelta
cm848,0x0051b6a8,evaluateExhaustTemperatureDiagnostics,unknown,cm848_,,cm848_evaluateExhaustTemperatureDiagnostics
cm848,0x0051b978,processComplexControlLoop,unknown,cm848_,,cm848_processComplexControlLoop
cm848,0x0051babc,processComplexControlLoopB,unknown,cm848_,,cm848_processComplexControlLoopB
cm848,0x0051bed0,updateProtectionModeAndDispatch,unknown,cm848_,,cm848_updateProtectionModeAndDispatch
cm848,0x0051bfc4,updateExhaustTemperatureProtectionMode,unknown,cm848_,,cm848_updateExhaustTemperatureProtectionMode
cm848,0x0051c278,clampProtectionLimit,unknown,cm848_,,cm848_clampProtectionLimit
